userID,hotelID,ratings,flag,city
65,203,2,F,Alexandria
65,204,1,F,Alexandria
65,206,1,F,Alexandria
65,207,1,F,Alexandria
65,216,5,F,Alexandria
65,217,2,F,Alexandria
65,237,3,F,Alexandria
65,238,1,F,Alexandria
65,246,2,F,Alexandria
65,253,3,F,Alexandria
65,291,5,F,Cairo
65,292,4,F,Cairo
65,293,5,F,Cairo
65,294,5,F,Cairo
65,295,5,F,Cairo
65,296,5,F,Cairo
65,297,5,F,Cairo
65,298,5,F,Cairo
65,299,4,F,Cairo
65,300,5,F,Cairo
65,301,5,F,Cairo
65,302,5,F,Cairo
65,303,5,F,Cairo
65,304,4,F,Cairo
65,305,5,F,Cairo
65,306,4,F,Cairo
65,307,4,F,Cairo
65,308,5,F,Cairo
65,309,1,F,Cairo
65,310,5,F,Cairo
65,311,5,F,Cairo
65,312,5,F,Cairo
65,313,5,F,Cairo
65,314,4,F,Cairo
65,315,3,F,Cairo
65,316,4,F,Cairo
65,317,5,F,Cairo
65,318,2,F,Cairo
65,319,5,F,Cairo
65,320,5,F,Cairo
65,321,5,F,Cairo
65,322,5,F,Cairo
65,323,5,F,Cairo
65,324,5,F,Cairo
65,325,5,F,Cairo
65,326,5,F,Cairo
65,327,5,F,Cairo
65,328,5,F,Cairo
65,330,3,F,Cairo
65,331,2,F,Cairo
65,332,4,F,Cairo
65,333,4,F,Cairo
65,334,3,F,Cairo
65,336,2,F,Cairo
65,337,5,F,Cairo
65,338,5,F,Cairo
65,339,5,F,Cairo
65,340,5,F,Cairo
65,341,5,F,Cairo
65,342,4,F,Cairo
65,343,5,F,Cairo
65,344,4,F,Cairo
65,345,3,F,Cairo
65,346,5,F,Cairo
65,347,3,F,Cairo
65,348,5,F,Cairo
65,349,3,F,Cairo
65,351,3,F,Cairo
65,352,5,F,Cairo
65,353,4,F,Cairo
65,355,5,F,Cairo
65,356,5,F,Cairo
65,357,2,F,Cairo
65,358,4,F,Cairo
65,360,5,F,Cairo
65,362,3,F,Cairo
65,365,1,F,Cairo
65,366,1,F,Cairo
65,367,5,F,Cairo
65,368,5,F,Cairo
65,369,3,F,Cairo
65,370,3,F,Cairo
65,372,1,F,Cairo
65,374,1,F,Cairo
65,375,1,F,Cairo
65,376,1,F,Cairo
65,377,5,F,Cairo
65,378,5,F,Cairo
65,379,3,F,Cairo
65,380,2,F,Cairo
65,382,2,F,Cairo
65,383,1,F,Cairo
65,384,3,F,Cairo
65,385,1,F,Cairo
65,386,2,F,Cairo
65,388,3,F,Cairo
65,389,3,F,Cairo
65,390,4,F,Cairo
65,391,5,F,Cairo
65,392,3,F,Cairo
65,393,3,F,Cairo
65,394,2,F,Cairo
65,395,5,F,Cairo
65,397,4,F,Cairo
65,399,3,F,Cairo
65,400,4,F,Cairo
65,401,3,F,Cairo
65,402,3,F,Cairo
65,403,2,F,Cairo
65,404,3,F,Cairo
65,407,3,F,Cairo
65,408,5,F,Cairo
65,409,5,F,Cairo
65,410,2,F,Cairo
65,415,4,F,Cairo
65,416,5,F,Cairo
65,417,4,F,Cairo
65,419,3,F,Cairo
65,420,2,F,Cairo
65,423,3,F,Cairo
65,427,1,F,Cairo
65,428,3,F,Cairo
65,429,4,F,Cairo
65,432,2,F,Cairo
65,433,1,F,Cairo
65,435,1,F,Cairo
65,438,2,F,Cairo
65,439,2,F,Cairo
65,443,5,F,Cairo
65,446,3,F,Cairo
65,447,2,F,Cairo
65,448,3,F,Cairo
65,450,4,F,Cairo
65,452,1,F,Cairo
65,454,5,F,Cairo
65,461,1,F,Cairo
65,462,2,F,Cairo
65,464,4,F,Cairo
65,466,4,F,Cairo
65,467,2,F,Cairo
65,468,3,F,Cairo
65,469,2,F,Cairo
65,471,1,F,Cairo
65,473,3,F,Cairo
65,485,1,F,Cairo
65,490,5,F,Cairo
65,506,2,F,Cairo
65,517,4,F,Cairo
65,518,2,F,Cairo
65,521,3,F,Cairo
65,522,2,F,Cairo
65,523,1,F,Cairo
65,525,1,F,Cairo
65,526,1,F,Cairo
65,527,4,F,Cairo
65,528,2,F,Cairo
65,530,4,F,Cairo
65,531,4,F,Cairo
65,532,2,F,Cairo
65,533,4,F,Cairo
65,534,5,F,Cairo
65,535,1,F,Cairo
65,537,1,F,Cairo
65,541,3,F,Cairo
65,544,1,F,Cairo
65,545,2,F,Cairo
65,546,4,F,Cairo
65,547,5,F,Cairo
65,548,4,F,Cairo
65,549,5,F,Cairo
65,552,1,F,Cairo
65,553,3,F,Cairo
65,554,1,F,Cairo
65,558,4,F,Cairo
65,559,2,F,Cairo
65,560,2,F,Cairo
65,561,4,F,Cairo
65,562,3,F,Cairo
65,566,5,F,Cairo
65,568,3,F,Cairo
65,569,3,F,Cairo
65,570,1,F,Cairo
65,571,3,F,Cairo
65,575,2,F,Cairo
65,577,4,F,Cairo
65,579,4,F,Cairo
65,583,1,F,Cairo
65,603,5,F,Cairo
65,605,1,F,Cairo
65,606,4,F,Cairo
65,607,4,F,Cairo
65,608,3,F,Cairo
65,611,4,F,Cairo
65,614,2,F,Cairo
65,615,3,F,Cairo
65,616,1,F,Cairo
65,617,4,F,Cairo
65,618,3,F,Cairo
65,619,2,F,Cairo
65,620,3,F,Cairo
65,621,5,F,Cairo
65,624,1,F,Cairo
65,627,4,F,Cairo
65,628,4,F,Cairo
65,629,4,F,Cairo
65,630,1,F,Cairo
65,631,3,F,Cairo
65,634,1,F,Cairo
65,639,1,F,Cairo
65,640,2,F,Cairo
65,642,5,F,Cairo
65,644,4,F,Cairo
65,646,5,F,Cairo
65,647,2,F,Cairo
65,652,3,F,Cairo
65,653,5,F,Cairo
65,656,1,F,Cairo
65,657,1,F,Cairo
65,659,5,F,Al-Fayyum
65,660,4,F,Al-Fayyum
65,661,4,F,Al-Fayyum
65,662,3,F,Al-Fayyum
65,669,2,F,Al-Fayyum
65,674,3,F,Al-Fayyum
65,675,1,F,Al-Fayyum
65,684,5,F,Giza
65,685,4,F,Giza
65,686,5,F,Giza
65,687,5,F,Giza
65,688,5,F,Giza
65,689,4,F,Giza
65,690,5,F,Giza
65,691,5,F,Giza
65,692,5,F,Giza
65,693,5,F,Giza
65,694,1,F,Giza
65,695,1,F,Giza
65,696,5,F,Giza
65,697,4,F,Giza
65,698,1,F,Giza
65,699,2,F,Giza
65,700,5,F,Giza
65,702,2,F,Giza
65,703,5,F,Giza
65,704,1,F,Giza
65,705,1,F,Giza
65,707,5,F,Giza
65,708,2,F,Giza
65,709,1,F,Giza
65,710,1,F,Giza
65,711,5,F,Giza
65,712,4,F,Giza
65,714,4,F,Giza
65,716,4,F,Giza
65,717,1,F,Giza
65,718,1,F,Giza
65,720,5,F,Giza
65,721,2,F,Giza
65,722,5,F,Giza
65,723,4,F,Giza
65,724,5,F,Giza
65,725,2,F,Giza
65,726,5,F,Giza
65,728,1,F,Giza
65,729,5,F,Giza
65,730,4,F,Giza
65,731,1,F,Giza
65,732,3,F,Giza
65,733,2,F,Giza
65,734,1,F,Giza
65,735,4,F,Giza
65,736,1,F,Giza
65,739,5,F,Giza
65,741,4,F,Giza
65,742,1,F,Giza
65,743,4,F,Giza
65,744,1,F,Giza
65,745,2,F,Giza
65,746,1,F,Giza
65,747,4,F,Giza
65,749,3,F,Giza
65,751,1,F,Giza
65,752,4,F,Giza
65,753,2,F,Giza
65,756,1,F,Giza
65,760,5,F,Giza
65,762,2,F,Giza
65,764,5,F,Giza
65,765,5,F,Giza
65,768,2,F,Giza
65,774,5,F,Giza
65,775,3,F,Giza
65,776,3,F,Giza
65,777,1,F,Giza
65,778,4,F,Giza
65,779,2,F,Giza
65,780,3,F,Giza
65,782,3,F,Giza
65,785,4,F,Giza
65,787,3,F,Giza
65,790,3,F,Giza
65,791,4,F,Giza
65,792,4,F,Giza
65,795,1,F,Giza
65,800,3,F,Giza
65,801,5,F,Giza
65,802,2,F,Giza
65,805,1,F,Giza
65,809,3,F,Giza
65,812,2,F,Giza
65,820,3,F,Giza
65,844,2,F,Giza
65,858,1,F,Giza
65,863,2,F,Giza
65,879,5,F,Luxor
65,880,5,F,Luxor
65,881,5,F,Luxor
65,882,4,F,Luxor
65,883,5,F,Luxor
65,884,4,F,Luxor
65,885,3,F,Luxor
65,886,5,F,Luxor
65,887,5,F,Luxor
65,888,4,F,Luxor
65,889,4,F,Luxor
65,890,5,F,Luxor
65,891,4,F,Luxor
65,892,4,F,Luxor
65,893,3,F,Luxor
65,894,5,F,Luxor
65,895,2,F,Luxor
65,896,5,F,Luxor
65,897,2,F,Luxor
65,898,2,F,Luxor
65,899,4,F,Luxor
65,900,3,F,Luxor
65,901,2,F,Luxor
65,905,1,F,Luxor
65,906,5,F,Luxor
65,907,4,F,Luxor
65,909,3,F,Luxor
65,910,3,F,Luxor
65,911,2,F,Luxor
65,912,3,F,Luxor
65,913,3,F,Luxor
65,914,1,F,Luxor
65,916,1,F,Luxor
65,917,1,F,Luxor
65,919,1,F,Luxor
65,921,2,F,Luxor
65,922,1,F,Luxor
65,924,3,F,Luxor
65,925,1,F,Luxor
65,926,1,F,Luxor
65,927,1,F,Luxor
65,928,1,F,Luxor
65,929,2,F,Luxor
65,932,2,F,Luxor
65,933,5,F,Luxor
65,936,2,F,Luxor
65,937,2,F,Luxor
65,938,3,F,Luxor
65,939,1,F,Luxor
65,941,1,F,Luxor
65,943,3,F,Luxor
65,946,2,F,Luxor
65,951,1,F,Luxor
65,966,3,F,Luxor
65,969,5,F,Luxor
65,970,5,F,Luxor
65,971,5,F,Luxor
65,972,4,F,Luxor
65,973,1,F,Luxor
65,974,3,F,Luxor
65,975,2,F,Luxor
65,977,2,F,Luxor
65,978,1,F,Luxor
65,980,3,F,Luxor
65,982,2,F,Luxor
65,984,1,F,Luxor
65,987,4,F,Luxor
65,988,2,F,Luxor
65,989,4,F,Luxor
65,990,4,F,Luxor
65,992,4,F,Luxor
65,993,2,F,Luxor
65,994,2,F,Luxor
65,995,1,F,Luxor
65,996,1,F,Luxor
65,997,2,F,Luxor
65,998,1,F,Luxor
65,1003,1,F,Luxor
65,1007,2,F,Luxor
65,1008,1,F,Luxor
65,1017,1,F,Luxor
65,1018,2,F,Luxor
65,1019,2,F,Luxor
65,1026,2,F,Luxor
65,1029,4,F,Luxor
65,1030,1,F,Luxor
65,1032,1,F,Luxor
65,1033,1,F,Luxor
65,1034,1,F,Luxor
65,1035,3,F,Luxor
65,1037,1,F,Luxor
65,1038,4,F,Sharm El Sheikh
65,1039,5,F,Sharm El Sheikh
65,1040,5,F,Sharm El Sheikh
65,1041,5,F,Sharm El Sheikh
65,1042,5,F,Sharm El Sheikh
65,1043,5,F,Sharm El Sheikh
65,1044,5,F,Sharm El Sheikh
65,1045,5,F,Sharm El Sheikh
65,1046,5,F,Sharm El Sheikh
65,1047,5,F,Sharm El Sheikh
65,1048,5,F,Sharm El Sheikh
65,1049,5,F,Sharm El Sheikh
65,1050,3,F,Sharm El Sheikh
65,1051,5,F,Sharm El Sheikh
65,1052,5,F,Sharm El Sheikh
65,1053,5,F,Sharm El Sheikh
65,1054,4,F,Sharm El Sheikh
65,1055,5,F,Sharm El Sheikh
65,1056,5,F,Sharm El Sheikh
65,1057,5,F,Sharm El Sheikh
65,1058,5,F,Sharm El Sheikh
65,1059,5,F,Sharm El Sheikh
65,1060,5,F,Sharm El Sheikh
65,1061,5,F,Sharm El Sheikh
65,1062,4,F,Sharm El Sheikh
65,1063,5,F,Sharm El Sheikh
65,1064,5,F,Sharm El Sheikh
65,1065,3,F,Sharm El Sheikh
65,1066,5,F,Sharm El Sheikh
65,1067,4,F,Sharm El Sheikh
65,1068,5,F,Sharm El Sheikh
65,1069,5,F,Sharm El Sheikh
65,1070,5,F,Sharm El Sheikh
65,1071,5,F,Sharm El Sheikh
65,1072,5,F,Sharm El Sheikh
65,1073,5,F,Sharm El Sheikh
65,1074,5,F,Sharm El Sheikh
65,1075,5,F,Sharm El Sheikh
65,1076,4,F,Sharm El Sheikh
65,1077,4,F,Sharm El Sheikh
65,1078,4,F,Sharm El Sheikh
65,1079,5,F,Sharm El Sheikh
65,1080,5,F,Sharm El Sheikh
65,1081,5,F,Sharm El Sheikh
65,1082,5,F,Sharm El Sheikh
65,1083,5,F,Sharm El Sheikh
65,1084,4,F,Sharm El Sheikh
65,1085,5,F,Sharm El Sheikh
65,1086,5,F,Sharm El Sheikh
65,1087,5,F,Sharm El Sheikh
65,1088,5,F,Sharm El Sheikh
65,1089,4,F,Sharm El Sheikh
65,1090,5,F,Sharm El Sheikh
65,1091,5,F,Sharm El Sheikh
65,1092,4,F,Sharm El Sheikh
65,1093,5,F,Sharm El Sheikh
65,1094,5,F,Sharm El Sheikh
65,1095,2,F,Sharm El Sheikh
65,1096,4,F,Sharm El Sheikh
65,1097,4,F,Sharm El Sheikh
65,1098,5,F,Sharm El Sheikh
65,1099,3,F,Sharm El Sheikh
65,1100,4,F,Sharm El Sheikh
65,1101,5,F,Sharm El Sheikh
65,1102,5,F,Sharm El Sheikh
65,1103,5,F,Sharm El Sheikh
65,1104,4,F,Sharm El Sheikh
65,1105,3,F,Sharm El Sheikh
65,1106,4,F,Sharm El Sheikh
65,1107,5,F,Sharm El Sheikh
65,1108,3,F,Sharm El Sheikh
65,1109,5,F,Sharm El Sheikh
65,1110,4,F,Sharm El Sheikh
65,1111,5,F,Sharm El Sheikh
65,1112,5,F,Sharm El Sheikh
65,1113,5,F,Sharm El Sheikh
65,1114,5,F,Sharm El Sheikh
65,1115,5,F,Sharm El Sheikh
65,1116,3,F,Sharm El Sheikh
65,1117,5,F,Sharm El Sheikh
65,1118,5,F,Sharm El Sheikh
65,1119,5,F,Sharm El Sheikh
65,1120,5,F,Sharm El Sheikh
65,1121,5,F,Sharm El Sheikh
65,1122,4,F,Sharm El Sheikh
65,1123,4,F,Sharm El Sheikh
65,1124,4,F,Sharm El Sheikh
65,1125,3,F,Sharm El Sheikh
65,1126,4,F,Sharm El Sheikh
65,1127,5,F,Sharm El Sheikh
65,1128,5,F,Sharm El Sheikh
65,1129,5,F,Sharm El Sheikh
65,1130,5,F,Sharm El Sheikh
65,1131,5,F,Sharm El Sheikh
65,1132,5,F,Sharm El Sheikh
65,1133,5,F,Sharm El Sheikh
65,1134,4,F,Sharm El Sheikh
65,1135,5,F,Sharm El Sheikh
65,1136,5,F,Sharm El Sheikh
65,1137,4,F,Sharm El Sheikh
65,1138,3,F,Sharm El Sheikh
65,1139,4,F,Sharm El Sheikh
65,1140,4,F,Sharm El Sheikh
65,1141,2,F,Sharm El Sheikh
65,1142,1,F,Sharm El Sheikh
65,1143,3,F,Sharm El Sheikh
65,1144,5,F,Sharm El Sheikh
65,1145,3,F,Sharm El Sheikh
65,1146,4,F,Sharm El Sheikh
65,1147,4,F,Sharm El Sheikh
65,1148,5,F,Sharm El Sheikh
65,1149,3,F,Sharm El Sheikh
65,1150,5,F,Sharm El Sheikh
65,1151,3,F,Sharm El Sheikh
65,1153,1,F,Sharm El Sheikh
65,1154,1,F,Sharm El Sheikh
65,1155,2,F,Sharm El Sheikh
65,1156,4,F,Sharm El Sheikh
65,1157,3,F,Sharm El Sheikh
65,1158,5,F,Sharm El Sheikh
65,1159,5,F,Sharm El Sheikh
65,1160,5,F,Sharm El Sheikh
65,1161,3,F,Sharm El Sheikh
65,1162,1,F,Sharm El Sheikh
65,1163,4,F,Sharm El Sheikh
65,1164,3,F,Sharm El Sheikh
65,1165,3,F,Sharm El Sheikh
65,1166,5,F,Sharm El Sheikh
65,1167,3,F,Sharm El Sheikh
65,1168,5,F,Sharm El Sheikh
65,1169,1,F,Sharm El Sheikh
65,1170,5,F,Sharm El Sheikh
65,1171,3,F,Sharm El Sheikh
65,1172,3,F,Sharm El Sheikh
65,1173,1,F,Sharm El Sheikh
65,1174,3,F,Sharm El Sheikh
65,1175,5,F,Sharm El Sheikh
65,1176,2,F,Sharm El Sheikh
65,1177,3,F,Sharm El Sheikh
65,1178,4,F,Sharm El Sheikh
65,1180,1,F,Sharm El Sheikh
65,1181,2,F,Sharm El Sheikh
65,1182,2,F,Sharm El Sheikh
65,1184,4,F,Sharm El Sheikh
65,1186,1,F,Sharm El Sheikh
65,1187,3,F,Sharm El Sheikh
65,1192,5,F,Sharm El Sheikh
65,1193,5,F,Sharm El Sheikh
65,1194,4,F,Sharm El Sheikh
65,1196,1,F,Sharm El Sheikh
65,1197,3,F,Sharm El Sheikh
65,1198,3,F,Sharm El Sheikh
65,1199,4,F,Sharm El Sheikh
65,1201,2,F,Sharm El Sheikh
65,1202,5,F,Sharm El Sheikh
65,1203,5,F,Sharm El Sheikh
65,1204,4,F,Sharm El Sheikh
65,1205,2,F,Sharm El Sheikh
65,1206,4,F,Sharm El Sheikh
65,1207,3,F,Sharm El Sheikh
65,1208,3,F,Sharm El Sheikh
65,1209,2,F,Sharm El Sheikh
65,1210,4,F,Sharm El Sheikh
65,1211,4,F,Sharm El Sheikh
65,1212,4,F,Sharm El Sheikh
65,1213,2,F,Sharm El Sheikh
65,1214,4,F,Sharm El Sheikh
65,1215,4,F,Sharm El Sheikh
65,1216,3,F,Sharm El Sheikh
65,1217,1,F,Sharm El Sheikh
65,1218,1,F,Sharm El Sheikh
65,1219,5,F,Sharm El Sheikh
65,1220,2,F,Sharm El Sheikh
65,1221,2,F,Sharm El Sheikh
65,1222,3,F,Sharm El Sheikh
65,1223,5,F,Sharm El Sheikh
65,1224,1,F,Sharm El Sheikh
65,1225,3,F,Sharm El Sheikh
65,1227,5,F,Sharm El Sheikh
65,1228,1,F,Sharm El Sheikh
65,1229,4,F,Sharm El Sheikh
65,1230,1,F,Sharm El Sheikh
65,1231,1,F,Sharm El Sheikh
65,1232,3,F,Sharm El Sheikh
65,1233,5,F,Sharm El Sheikh
65,1234,2,F,Sharm El Sheikh
65,1235,3,F,Sharm El Sheikh
65,1236,2,F,Sharm El Sheikh
65,1238,1,F,Sharm El Sheikh
65,1240,2,F,Sharm El Sheikh
65,1241,2,F,Sharm El Sheikh
65,1242,3,F,Sharm El Sheikh
65,1243,1,F,Sharm El Sheikh
65,1244,5,F,Sharm El Sheikh
65,1248,1,F,Sharm El Sheikh
65,1250,2,F,Sharm El Sheikh
65,1251,3,F,Sharm El Sheikh
65,1252,3,F,Sharm El Sheikh
65,1258,3,F,Sharm El Sheikh
65,1259,4,F,Sharm El Sheikh
65,1260,3,F,Sharm El Sheikh
65,1264,3,F,Sharm El Sheikh
65,1266,2,F,Sharm El Sheikh
65,1273,2,F,Sharm El Sheikh
65,1274,4,F,Sharm El Sheikh
65,1281,2,F,Sharm El Sheikh
65,1284,2,F,Sharm El Sheikh
65,1285,3,F,Sharm El Sheikh
65,1286,3,F,Sharm El Sheikh
65,1293,1,F,Sharm El Sheikh
65,1294,1,F,Sharm El Sheikh
65,1295,1,F,Sharm El Sheikh
65,1298,1,F,Sharm El Sheikh
65,1299,1,F,Sharm El Sheikh
65,1301,1,F,Sharm El Sheikh
65,1314,3,F,Sharm El Sheikh
65,1319,2,F,Sharm El Sheikh
65,1326,1,F,Sharm El Sheikh
65,1327,2,F,Sharm El Sheikh
65,1329,1,F,Sharm El Sheikh
65,1332,2,F,Sharm El Sheikh
65,1333,1,F,Sharm El Sheikh
65,1336,1,F,Sharm El Sheikh
65,1340,2,F,Sharm El Sheikh
65,1348,1,F,Sharm El Sheikh
65,1371,1,F,Sharm El Sheikh
66,1,5,F,Hurghada
66,2,5,F,Hurghada
66,3,5,F,Hurghada
66,4,5,F,Hurghada
66,5,5,F,Hurghada
66,6,5,F,Hurghada
66,7,5,F,Hurghada
66,8,4,F,Hurghada
66,9,5,F,Hurghada
66,10,5,F,Hurghada
66,11,5,F,Hurghada
66,12,5,F,Hurghada
66,13,5,F,Hurghada
66,14,5,F,Hurghada
66,15,4,F,Hurghada
66,16,5,F,Hurghada
66,17,5,F,Hurghada
66,18,5,F,Hurghada
66,19,5,F,Hurghada
66,20,5,F,Hurghada
66,21,5,F,Hurghada
66,22,5,F,Hurghada
66,23,5,F,Hurghada
66,24,5,F,Hurghada
66,25,4,F,Hurghada
66,26,5,F,Hurghada
66,27,5,F,Hurghada
66,28,3,F,Hurghada
66,29,5,F,Hurghada
66,30,5,F,Hurghada
66,31,5,F,Hurghada
66,32,5,F,Hurghada
66,33,5,F,Hurghada
66,34,5,F,Hurghada
66,35,5,F,Hurghada
66,36,5,F,Hurghada
66,37,5,F,Hurghada
66,38,5,F,Hurghada
66,39,5,F,Hurghada
66,40,5,F,Hurghada
66,41,5,F,Hurghada
66,42,5,F,Hurghada
66,43,5,F,Hurghada
66,44,5,F,Hurghada
66,45,5,F,Hurghada
66,46,5,F,Hurghada
66,47,5,F,Hurghada
66,48,5,F,Hurghada
66,49,5,F,Hurghada
66,50,5,F,Hurghada
66,51,5,F,Hurghada
66,52,5,F,Hurghada
66,53,5,F,Hurghada
66,54,4,F,Hurghada
66,55,5,F,Hurghada
66,56,4,F,Hurghada
66,57,5,F,Hurghada
66,58,5,F,Hurghada
66,59,5,F,Hurghada
66,60,5,F,Hurghada
66,61,5,F,Hurghada
66,62,5,F,Hurghada
66,63,4,F,Hurghada
66,64,5,F,Hurghada
66,65,5,F,Hurghada
66,66,5,F,Hurghada
66,67,5,F,Hurghada
66,68,5,F,Hurghada
66,69,5,F,Hurghada
66,70,5,F,Hurghada
66,71,5,F,Hurghada
66,72,5,F,Hurghada
66,73,5,F,Hurghada
66,74,5,F,Hurghada
66,75,5,F,Hurghada
66,76,5,F,Hurghada
66,77,5,F,Hurghada
66,78,5,F,Hurghada
66,79,4,F,Hurghada
66,80,4,F,Hurghada
66,81,5,F,Hurghada
66,82,5,F,Hurghada
66,83,5,F,Hurghada
66,84,5,F,Hurghada
66,85,5,F,Hurghada
66,86,5,F,Hurghada
66,87,5,F,Hurghada
66,88,5,F,Hurghada
66,89,4,F,Hurghada
66,90,5,F,Hurghada
66,91,3,F,Hurghada
66,92,5,F,Hurghada
66,93,4,F,Hurghada
66,94,5,F,Hurghada
66,95,5,F,Hurghada
66,97,5,F,Hurghada
66,98,4,F,Hurghada
66,99,4,F,Hurghada
66,100,5,F,Hurghada
66,101,5,F,Hurghada
66,102,5,F,Hurghada
66,103,5,F,Hurghada
66,104,2,F,Hurghada
66,105,5,F,Hurghada
66,106,5,F,Hurghada
66,107,4,F,Hurghada
66,108,5,F,Hurghada
66,109,3,F,Hurghada
66,110,4,F,Hurghada
66,111,5,F,Hurghada
66,112,5,F,Hurghada
66,113,4,F,Hurghada
66,114,5,F,Hurghada
66,115,4,F,Hurghada
66,116,5,F,Hurghada
66,117,2,F,Hurghada
66,118,3,F,Hurghada
66,119,5,F,Hurghada
66,120,4,F,Hurghada
66,121,5,F,Hurghada
66,122,5,F,Hurghada
66,123,3,F,Hurghada
66,124,5,F,Hurghada
66,125,5,F,Hurghada
